('吉林市骨伤医院', '二级甲等', '专科医院', '吉林省', '吉林市', '昌邑区', '126', '吉林市昌邑区天津街777号')
('湖州南浔双林便民门诊部', None, '门诊部', '浙江省', '湖州市', '南浔区', 0, '湖州市南浔区双林镇和睦路106号')
('湖州南浔红房子妇科门诊部', None, '门诊部', '浙江省', '湖州市', '南浔区', 0, '湖州市南浔区南浔镇同心路161号')
('绍兴市柯桥区福全镇杨家溇社区卫生服务站', None, '社区卫生服务中心', '浙江省', '绍兴市', '柯桥区', 0, '柯桥区福全镇协兴村')
('绍兴市柯桥区福全镇兴联社区卫生服务站', None, '社区卫生服务中心', '浙江省', '绍兴市', '柯桥区', 0, '柯桥区福全镇兴联村')
('绍兴市柯桥区福全镇信城社区卫生服务站', None, '社区卫生服务中心', '浙江省', '绍兴市', '柯桥区', 0, '柯桥区福全镇信城村')
('绍兴市柯桥区福全镇新梅社区卫生服务站', None, '社区卫生服务中心', '浙江省', '绍兴市', '柯桥区', 0, '柯桥区福全镇新迪埠村')
('绍兴市柯桥区福全镇峡山社区卫生服务站', None, '社区卫生服务中心', '浙江省', '绍兴市', '柯桥区', 0, '柯桥区福全镇峡山村')
('绍兴市柯桥区福全镇五洋社区卫生服务站', None, '社区卫生服务中心', '浙江省', '绍兴市', '柯桥区', 0, '柯桥区福全镇五洋村')
('绍兴市中心医院柯南分院', None, '专科医院', '浙江省', '绍兴市', '柯桥区', 0, '柯桥区柯岩街道州山村')
('温州医科大学附属第一医院', '三级甲等', '综合医院', '浙江省', '温州市', '瓯海区', '1600', '温州市瓯海区南白象')
('龙游沈小林口腔诊所', None, '诊所', '浙江省', '衡州市', '龙游县', 0, '龙游县龙洲街道荣昌大道370号')
('湖州市吴兴区埭溪镇乔溪博爱社区卫生服务站', None, '社区卫生服务中心', '浙江省', '湖州市', '吴兴区', 0, '湖州市吴兴区埭溪镇山背村新路头')
('温州市瓯海潘桥项继生西医外科诊所', None, '诊所', '浙江省', '温州市', '瓯海区', 0, '温州市瓯海区潘桥街道林桥头村潘桥东路206号')
('湖州市吴兴区埭溪镇红旗社区卫生服务站', None, '社区卫生服务中心', '浙江省', '湖州市', '吴兴区', 0, '吴兴区埭溪镇红旗村')
('乐清柳市吴旭忠中医骨伤科诊所', None, '诊所', '浙江省', '温州市', '乐清市', 0, '乐清市柳市镇后市街57-59号')
('乐清柳市湖横骨科诊所', None, '诊所', '浙江省', '温州市', '乐清市', 0, '乐清市柳市镇张瞿村育知路53号')
('金华金东茂龙口腔诊所', None, '诊所', '浙江省', '金华市', '金东区', 0, '金东区孝顺镇府前路都景蝶园3号楼商铺B-08一层')
('乐清柳市康肤皮肤科诊所', None, '诊所', '浙江省', '温州市', '乐清市', 0, '乐清市柳市镇兴隆西路1号')
('湖州市吴兴区埭溪镇埭溪社区卫生服务站', None, '社区卫生服务中心', '浙江省', '湖州市', '吴兴区', 0, '湖州市吴兴区埭溪镇兴达路93号')
('湖州市吴兴区埭溪镇上强社区卫生服务站', None, '社区卫生服务中心', '浙江省', '湖州市', '吴兴区', 0, '湖州市吴兴区埭溪镇集镇')
('湖州市吴兴区埭溪镇小羊山社区卫生服务站', None, '社区卫生服务中心', '浙江省', '湖州市', '吴兴区', 0, '湖州市吴兴区埭溪镇小羊山村')
('湖州市吴兴区埭溪镇茅坞社区卫生服务站', None, '社区卫生服务中心', '浙江省', '湖州市', '吴兴区', 0, '湖州市吴兴区埭溪镇茅坞村')
('湖州市吴兴区埭溪镇联山社区卫生服务站', None, '社区卫生服务中心', '浙江省', '湖州市', '吴兴区', 0, '湖州市吴兴区埭溪镇联山村')
('湖州市吴兴区埭溪镇东红社区卫生服务站', None, '社区卫生服务中心', '浙江省', '湖州市', '吴兴区', 0, '湖州市吴兴区埭溪镇东红村')
('温州市瓯海娄桥胡君士西医内科诊所', None, '诊所', '浙江省', '温州市', '瓯海区', 0, '温州市瓯海区娄桥街道玕南村凤翔路11号')
('杭州达仑口腔门诊部', None, '门诊部', '浙江省', '杭州市', '江干区', 0, '江干区民心路100号万银国际大厦1804室')
('长兴雉城董桂华中医诊所', None, '诊所', '浙江省', '湖州市', '长兴县', 0, '长兴县雉城镇仓前街仓桥北堍')
('温州市瓯海区仙岩街道社区卫生服务中心', None, '社区卫生服务中心', '浙江省', '温州市', '瓯海区', 0, '温州市瓯海区仙岩街道府前西路42号')
('绍兴上虞口腔医院', None, '专科医院', '浙江省', '绍兴市', '上虞区', 0, '绍兴市上虞区百官街道财富广场12幢')
('温州市瓯海潘桥甘苏庭西医内科诊所', None, '诊所', '浙江省', '温州市', '瓯海区', 0, '温州市瓯海区潘桥街道河西村河西路1号')
('瑞安王金微西医妇科诊所', None, '诊所', '浙江省', '温州市', '瑞安市', 0, '瑞安市塘下镇罗凤塘口村罗凤中路186、188号')
('平阳鳌江李龙姬中西医结合诊所', None, '诊所', '浙江省', '温州市', '平阳县', 0, '平阳县鳌江镇务垟村周家宕路54-6、54-7号')
('洞头县邱秀英诊所', None, '诊所', '浙江省', '温州市', '洞头县', 0, '洞头县北岙镇烈士路35号102室')
('洞头县大门镇林爱凤妇科诊所', None, '诊所', '浙江省', '温州市', '洞头县', 0, '洞头县大门镇沙岩街57号')
('杭州余杭陆越英口腔诊所', None, '诊所', '浙江省', '杭州市', '余杭区', 0, '杭州市余杭区瓶窑镇大桥路77号')
('慈溪市浒山街道社区卫生服务中心东山社区卫生服务站', None, '社区卫生服务中心', '浙江省', '宁波市', '慈溪市', 0, '慈溪市浒山街道东山社区综（后横江路1号）')
('永康王天放中医诊所', None, '诊所', '浙江省', '金华市', '永康市', 0, '永康市象珠镇清渭街村天鹅路236号')
('杭州市萧山区瓜沥镇社区卫生服务中心', None, '社区卫生服务中心', '浙江省', '杭州市', '萧山区', 0, '萧山区瓜沥镇瓜渔路180号')
('郎溪县中医院', '二级甲等', '中医医院', '安徽省', '宣城市', '郎溪县', '60', '安徽宣城地区郎溪县中港东路129号')
('郎溪县人民医院', '二级甲等', '综合医院', '安徽省', '宣城市', '郎溪县', '300', '安徽省宣城市郎溪县北大街65号')
('郎溪县妇幼保健站', None, '妇幼保健院', '安徽省', '宣城市', '郎溪县', '0', '郎溪县')
('安徽省营十字铺茶场医院', None, '综合医院', '安徽省', '宣城市', '郎溪县', '50', '郎溪县')
('广德县柏垫医院', None, '综合医院', '安徽省', '宣城市', '广德县', '0', '安徽省宣城市广德县柏垫街道')
('广德县妇幼保健所', None, '妇幼保健院', '安徽省', '宣城市', '广德县', '0', '广德县')
('广德县中医院', '二级甲等', '中医医院', '安徽省', '宣城市', '广德县', '450', '广德县桃州镇广溧路与和平路交叉口')
('广德县人民医院', '二级甲等', '综合医院', '安徽省', '宣城市', '广德县', '500', '广德县花园东路69号')
('泾县妇幼保健站', None, '妇幼保健院', '安徽省', '宣城市', '泾县', '0', '泾县城东小区49号')
('泾县中医院', '二级甲等', '中医医院', '安徽省', '宣城市', '泾县', '240', '泾县大桥南路29号')
('泾县医院', '二级甲等', '综合医院', '安徽省', '宣城市', '泾县', '378', '泾县泾川镇茂林路46号')
('旌德县中医院', '二级甲等', '中医医院', '安徽省', '宣城市', '旌德县', '60', '旌德县河东路191号')
('旌德县人民医院', '二级未定', '综合医院', '安徽省', '宣城市', '旌德县', '145', '安徽省宣城市和平路16号')
('绩溪县妇幼保健站', None, '妇幼保健院', '安徽省', '宣城市', '绩溪县', '0', '绩溪县华阳镇环城路110号')
('绩溪县中医院', '二级未定', '中医医院', '安徽省', '宣城市', '绩溪县', '30', '安徽省绩溪县华阳镇华阳东路10号')
('绩溪县人民医院', '二级甲等', '综合医院', '安徽省', '宣城市', '绩溪县', '211', '绩溪县良安路110号')
('马鞍山阳光妇科医院', '未定级', '专科医院', '安徽省', '马鞍山市', '花山区', '28', '马鞍山市花山区康乐路康乐家园17栋（七中对面康乐路向南300米，师苑小学对面）。')
('马钢医院马钢（集团）控股有限公司医院', '一级甲等', '综合医院', '安徽省', '马鞍山市', '花山区', '0', '马鞍山市健康路50号')
('中国第十七冶建设公司医院', '一级甲等', '综合医院', '安徽省', '马鞍山市', '花山区', '0', '马鞍山市湖南路36号')
('马钢（集团）控股有限公司医院', '一级甲等', '综合医院', '安徽省', '马鞍山市', '花山区', '0', '安徽省马鞍山市湖东北路27号')
('马鞍山市立医院', '一级甲等', '综合医院', '安徽省', '马鞍山市', '花山区', '0', '马鞍山市湖东北路27号')
('马鞍山市妇幼保健院暨市第二人民医院', '二级甲等', '综合医院', '安徽省', '马鞍山市', '花山区', '200', '马鞍山佳山路72号')
('马鞍山市中医院', '三级甲等', '中医医院', '安徽省', '马鞍山市', '金家庄区', '415', '安徽省马鞍山市金家庄区幸福路61号')
('马鞍山市市立医疗集团中医院', '三级甲等', '中医医院', '安徽省', '马鞍山市', '金家庄区', '180', '马鞍山市金家庄区幸福路61号')
('马鞍山市肿瘤医院马鞍山市第三人民医院马鞍山市中医院', '一级甲等', '中医医院', '安徽省', '马鞍山市', '金家庄区', '0', '马鞍山市金家庄区金字塘路40号')
('当涂县年陡乡卫生院查湾分院', None, '综合医院', '安徽省', '马鞍山市', '当涂县', '0', '安徽省马鞍山市当涂县年陡乡查湾街道')
('当涂县大陇乡卫生院', None, '乡镇卫生院', '安徽省', '马鞍山市', '当涂县', '0', '安徽省马鞍山市当涂县大陇乡')
('博望区新市民生医院', None, '综合医院', '安徽省', '马鞍山市', '当涂县', '0', '安徽省马鞍山市当涂县新市镇东')
('博望区丹阳龙泉医院', None, '综合医院', '安徽省', '马鞍山市', '当涂县', '0', '安徽省马鞍山市当涂县丹阳镇团结村')
('博望区丹阳镇中心卫生院', None, '乡镇卫生院', '安徽省', '马鞍山市', '当涂县', '0', '安徽省马鞍山市当涂县丹阳镇河西路')
('淮南市矿务局谢二职工医院', '一级甲等', '专科医院', '安徽省', '淮南市', '谢家集区', '0', '安徽省淮南市谢家集区蔡家岗谢家集区春林大道两头')
('淮南市第四人民医院', None, '综合医院', '安徽省', '淮南市', '谢家集区', '280', '安徽省淮南市谢家集区卧龙山路(蔡家岗长途汽车站对面)')
('新华医院', '三级甲等', '综合医院', '安徽省', '淮南市', '谢家集区', '620', '安徽省淮南市谢家集区(蔡家岗)健康路')
('淮南矿业集团医疗管理中心新庄孜医院', '一级甲等', '综合医院', '安徽省', '淮南市', '八公山区', '0', '安徽省淮南市八公山区新庄孜矿')
('淮南市第二人民医院', '二级甲等', '综合医院', '安徽省', '淮南市', '八公山区', '400', '淮南市八公山区土坝孜')
('淮南博爱医院', None, '综合医院', '安徽省', '淮南市', '潘集区', '0', '安徽省淮南市潘集区高皇镇新街')
('淮南康德医院', '未定级', '综合医院', '安徽省', '淮南市', '潘集区', '0', '淮南市潘集区淮潘公路刘龙新区对面')
('淮南市新华医疗集团第四矿工医院', '二级甲等', '综合医院', '安徽省', '淮南市', '潘集区', '300', '淮南市潘集区袁庄九华山路')
('毛集区第二人民医院', None, '综合医院', '安徽省', '淮南市', '凤台县', '0', '安徽省淮南市凤台县毛集镇中梁大道')
('凤台县中医院', '二级甲等', '中医医院', '安徽省', '淮南市', '凤台县', '131', '凤台县凤阜路')
('凤台县人民医院', '二级未定', '综合医院', '安徽省', '淮南市', '凤台县', '216', '安徽省淮南市凤台县北城区淮滨路2号')
('安徽省国营普济围农场医院', '一级甲等', '综合医院', '安徽省', '铜陵市', '铜陵县', '0', '安徽省铜陵市纵阳县郊区')
('铜陵市立新医院', '一级乙等', '综合医院', '安徽省', '铜陵市', '铜陵县', '0', '安徽省铜陵市立新煤矿新庙村')
('铜陵市精神病医院', '二级未定', '专科医院', '安徽省', '铜陵市', '铜陵县', '0', '安徽省铜陵市铜港路')
('安徽省国营普济圩农场医院', None, '综合医院', '安徽省', '铜陵市', '铜陵县', '130', '铜陵市郊区普济圩农场')
('铜陵县血防站', None, '综合医院', '安徽省', '铜陵市', '铜陵县', '70', '铜陵县人民北路42号')
('铜陵县中医骨伤医院', '二级甲等', '专科医院', '安徽省', '铜陵市', '铜陵县', '60', '安徽省铜陵市城关镇齐仙小区85号')
('铜陵县人民医院', '二级甲等', '综合医院', '安徽省', '铜陵市', '铜陵县', '259', '铜陵县人民北路39号')
('铜陵市人民医院701分院', None, '综合医院', '安徽省', '铜陵市', '铜陵县', '50', '铜陵市狮子山区矶山')
('宁国市妇幼保健站', None, '妇幼保健院', '安徽省', '宣城市', '宁国市', '0', '宁国市')
('安徽海电子集团公司总医院', None, '综合医院', '安徽省', '宣城市', '宁国市', '0', '宁国市山门镇')
('宁国市红十字会医院', None, '综合医院', '安徽省', '宣城市', '宁国市', '0', '宁国市')
('宁国市中医城关肿瘤医院', None, '专科医院', '安徽省', '宣城市', '宁国市', '0', '宁国市山门南路47号')
('宁国市第二人民医院', None, '综合医院', '安徽省', '宣城市', '宁国市', '0', '宁国市')
('宁国市中医肿瘤医院', None, '专科医院', '安徽省', '宣城市', '宁国市', '150', '安徽省宁国市迎宾路火车站旁')
('宁国市红十字医院', None, '综合医院', '安徽省', '宣城市', '宁国市', '0', '宁国市')
('安徽省华泰医院', None, '综合医院', '安徽省', '宣城市', '宁国市', '400', '宁国市环城西路')
('宁国市中医院', '二级甲等', '中医医院', '安徽省', '宣城市', '宁国市', '150', '宁国市城西路57号')
('宁国市人民医院', '二级甲等', '综合医院', '安徽省', '宣城市', '宁国市', '720', '安徽省宁国市津河东路10号')
('十字茶业总公司医院', '一级甲等', '综合医院', '安徽省', '宣城市', '郎溪县', '0', '安徽省宣城市郎溪县十字镇茶海路85号')
